sep=,
BucketOwner,Bucket,Time,RemoteIP,Requester,RequestId,Operation,Key,Request-URI,HttpStatus,ErrorCode,BytesSent,ObjectSize,TotalTime,Turn-AroundTime,Referrer,User-Agent,VersionId
02952130CC4546D232DAD0B6D139E6E5833A087C40C64ABA4357A232DEBF7382,public-apps,08/Sep/2021:14:13:07 +0000,10.19.1.235,02952130CC4546D232DAD0B6D139E6E5833A087C40C64ABA4357A232DEBF7382,F8C415B55B217ADC,REST.GET.BUCKETACL,-,"GET /public-apps?acl",200,-,-,0,9,0,"","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36",-
02952130CC4546D232DAD0B6D139E6E5833A087C40C64ABA4357A232DEBF7382,public-apps,08/Sep/2021:14:13:06 +0000,10.19.1.235,02952130CC4546D232DAD0B6D139E6E5833A087C40C64ABA4357A232DEBF7382,3F65E7F4BB79B5EC,REST.GET.LOGGING,-,"GET /public-apps?logging",200,-,-,0,4,0,"","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36",-
02952130CC4546D232DAD0B6D139E6E5833A087C40C64ABA4357A232DEBF7382,public-apps,08/Sep/2021:14:13:07 +0000,10.19.1.235,02952130CC4546D232DAD0B6D139E6E5833A087C40C64ABA4357A232DEBF7382,F4AA5740795C3DC5,REST.GET.PUBLICACCESS,-,"GET /public-apps/?publicAccess",200,-,-,0,0,0,"","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36",-
02952130CC4546D232DAD0B6D139E6E5833A087C40C64ABA4357A232DEBF7382,public-apps,08/Sep/2021:14:13:06 +0000,10.19.1.235,02952130CC4546D232DAD0B6D139E6E5833A087C40C64ABA4357A232DEBF7382,5B498735788BE842,REST.GET.OBJECTLOCKING,-,"GET /public-apps?object-lock",404,ObjectLockConfigurationNotFoundError,-,0,83,9,"","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36",-
02952130CC4546D232DAD0B6D139E6E5833A087C40C64ABA4357A232DEBF7382,public-apps,08/Sep/2021:14:13:06 +0000,10.19.1.235,02952130CC4546D232DAD0B6D139E6E5833A087C40C64ABA4357A232DEBF7382,DE2C993FAB5E316C,REST.GET.COMPLIANCE,-,"GET /public-apps?compliance",200,-,-,0,2,2,"","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36",-
02952130CC4546D232DAD0B6D139E6E5833A087C40C64ABA4357A232DEBF7382,public-apps,08/Sep/2021:14:13:06 +0000,10.19.1.235,02952130CC4546D232DAD0B6D139E6E5833A087C40C64ABA4357A232DEBF7382,7A7A0C47D0835BF2,REST.GET.VERSIONING,-,"GET /public-apps?versioning",200,-,559,0,7,7,"","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36",-
02952130CC4546D232DAD0B6D139E6E5833A087C40C64ABA4357A232DEBF7382,public-apps,08/Sep/2021:14:13:07 +0000,10.19.1.235,02952130CC4546D232DAD0B6D139E6E5833A087C40C64ABA4357A232DEBF7382,94293D355CE22D47,REST.GET.BUCKETPOLICY,-,"GET /public-apps?policy",200,-,-,0,0,0,"","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36",-
02952130CC4546D232DAD0B6D139E6E5833A087C40C64ABA4357A232DEBF7382,public-apps,08/Sep/2021:14:13:11 +0000,10.19.1.235,02952130CC4546D232DAD0B6D139E6E5833A087C40C64ABA4357A232DEBF7382,3A7DDBC5A5180C5D,REST.PUT.PUBLICACCESS,-,"PUT /public-apps/?publicAccess",200,-,-,0,48,48,"","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36",-
02952130CC4546D232DAD0B6D139E6E5833A087C40C64ABA4357A232DEBF7382,public-apps,08/Sep/2021:14:13:11 +0000,10.19.1.235,02952130CC4546D232DAD0B6D139E6E5833A087C40C64ABA4357A232DEBF7382,FACDEEA12C86B9F7,REST.GET.PUBLICACCESS,-,"GET /public-apps/?publicAccess",200,-,-,0,16,0,"","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36",-
